turntid;dyadid;experimenttype;INTERFACEUSED;TURNTYPE;Sender;Text;Deletes1;Deletes2;TimestampReceived;Duration;GameNo;MazeID;Translation;;;;;;;;;;;;;;;;;;;;;;
39377;0025;TBTWYSIWYGTBT;TBT;TBT;Participant2;yes;0;0;1,59077E+12;696;8;6;yes;;;;;;;;;;;;;;;;;;;;;;
39383;0025;TBTWYSIWYGTBT;TBT;TBT;Participant2;you?;1;1;1,59077E+12;2472;8;6;you?;;;;;;;;;;;;;;;;;;;;;;
39391;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;yes((NEWLINE))you<?((NEWLINE))I am  hve loc;;;1,59077E+12;14010;8;6;yes you <? I am hve loc;;;;;;;;;;;;;;;;;;;;;;
39392;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;o;;;1,59077E+12;0;8;6;o;;;;;;;;;;;;;;;;;;;;;;
39393;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;k;;;1,59077E+12;0;8;6;k;;;;;;;;;;;;;;;;;;;;;;
39394;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;k;;;1,59077E+12;0;8;6;k;;;;;;;;;;;;;;;;;;;;;;
39395;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;e;;;1,59077E+12;0;8;6;e;;;;;;;;;;;;;;;;;;;;;;
39396;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;ay;;;1,59077E+12;146;8;6;ay;;;;;;;;;;;;;;;;;;;;;;
39399;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;d ;;;1,59077E+12;172;8;6;d;;;;;;;;;;;;;;;;;;;;;;
39400;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1; ;;;1,59077E+12;0;8;6; ;;;;;;;;;;;;;;;;;;;;;;
39401;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;X;;;1,59077E+12;0;8;6;X;;;;;;;;;;;;;;;;;;;;;;
39402;0025;TBTWYSIWYGTBT;TBT;TBT;Participant1;okay are your gates open?;0;0;1,59077E+12;8079;8;6;okay are your gates open?;;;;;;;;;;;;;;;;;;;;;;
39403;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;are your gates open?((NEWLINE));;;1,59077E+12;3411;8;6;are your gates open?;;;;;;;;;;;;;;;;;;;;;;
39404;0025;TBTWYSIWYGTBT;TBT;TBT;Participant2;yes;18;28;1,59077E+12;12688;8;6;yes;;;;;;;;;;;;;;;;;;;;;;
39405;0025;TBTWYSIWYGTBT;TBT;TBT;Participant2;I can reach x;0;0;1,59077E+12;2594;8;6;I can reach x;;;;;;;;;;;;;;;;;;;;;;
39406;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;yes((NEWLINE))I can reach x((NEWLINE));;;1,59077E+12;3710;8;6;yes I can reach x;;;;;;;;;;;;;;;;;;;;;;
39407;0025;TBTWYSIWYGTBT;TBT;TBT;Participant1;go to x;0;0;1,59077E+12;1230;8;6;go to x;;;;;;;;;;;;;;;;;;;;;;
39415;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;go to x((NEWLINE));;;1,59077E+12;1230;8;6;go to x;;;;;;;;;;;;;;;;;;;;;;
39416;0025;TBTWYSIWYGTBT;TBT;TBT;Participant2;its locked now;4;5;1,59077E+12;5398;8;6;its locked now;;;;;;;;;;;;;;;;;;;;;;
39422;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;I its cllocked now((NEWLINE));;;1,59077E+12;5309;8;6;I its cllocked now;;;;;;;;;;;;;;;;;;;;;;
39425;0025;TBTWYSIWYGTBT;TBT;TBT;Participant1;sorry;0;0;1,59077E+12;575;8;6;Sorry;;;;;;;;;;;;;;;;;;;;;;
39433;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;sorry((NEWLINE));;;1,59077E+12;574;8;6;Sorry;;;;;;;;;;;;;;;;;;;;;;
39434;0025;TBTWYSIWYGTBT;TBT;TBT;Participant2;i am there;0;0;1,59077E+12;1519;8;6;i am there;;;;;;;;;;;;;;;;;;;;;;
39446;0025;TBTWYSIWYGTBT;TBT;data;Participant1;CORRECT;;;1,59077E+12;0;8;6;CORRECT;;;;;;;;;;;;;;;;;;;;;;
39447;0025;TBTWYSIWYGTBT;TBT;data;Participant2;CORRECT;;;1,59077E+12;0;8;6;CORRECT;;;;;;;;;;;;;;;;;;;;;;
39468;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;i am there((NEWLINE))2 grey;;;1,59077E+12;16396;9;0;i am there 2 gray;;;;;;;;;;;;;;;;;;;;;;
39469;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;This is ;;;1,59077E+12;812;9;0;This is;;;;;;;;;;;;;;;;;;;;;;
39470;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;s, 3;;;1,59077E+12;1863;9;0;s, 3;;;;;;;;;;;;;;;;;;;;;;
39471;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;g;;;1,59077E+12;0;9;0;g;;;;;;;;;;;;;;;;;;;;;;
39472;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2; ;;;1,59077E+12;0;9;0; ;;;;;;;;;;;;;;;;;;;;;;
39473;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;oo;;;1,59077E+12;148;9;0;oo;;;;;;;;;;;;;;;;;;;;;;
39474;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;g;;;1,59077E+12;0;9;0;g;;;;;;;;;;;;;;;;;;;;;;
39475;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;d;;;1,59077E+12;0;9;0;d;;;;;;;;;;;;;;;;;;;;;;
39476;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;at;;;1,59077E+12;273;9;0;ate;;;;;;;;;;;;;;;;;;;;;;
39477;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1; ;;;1,59077E+12;0;9;0; ;;;;;;;;;;;;;;;;;;;;;;
39478;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;e;;;1,59077E+12;0;9;0;e;;;;;;;;;;;;;;;;;;;;;;
39479;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;t;;;1,59077E+12;0;9;0;t;;;;;;;;;;;;;;;;;;;;;;
39480;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;s;;;1,59077E+12;0;9;0;s;;;;;;;;;;;;;;;;;;;;;;
39481;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;ea;;;1,59077E+12;108;9;0;ea;;;;;;;;;;;;;;;;;;;;;;
39482;0025;TBTWYSIWYGTBT;TBT;TBT;Participant2;2 greys, 3 gates;0;0;1,59077E+12;6161;9;0;2 grays, 3 gates;;;;;;;;;;;;;;;;;;;;;;
39483;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;((NEWLINE));;;1,59077E+12;0;9;0; ;;;;;;;;;;;;;;;;;;;;;;
39484;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;mwork;;;1,59077E+12;475;9;0;mwork;;;;;;;;;;;;;;;;;;;;;;
39485;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;1st / ;;;1,59077E+12;1365;9;0;1st /;;;;;;;;;;;;;;;;;;;;;;
39486;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;2 gre;;;1,59077E+12;762;9;0;2 gre;;;;;;;;;;;;;;;;;;;;;;
39487;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;2;;;1,59077E+12;0;9;0;2;;;;;;;;;;;;;;;;;;;;;;
39488;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;ys, ;;;1,59077E+12;502;9;0;ys,;;;;;;;;;;;;;;;;;;;;;;
39489;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;nd ;;;1,59077E+12;309;9;0;nd;;;;;;;;;;;;;;;;;;;;;;
39490;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;1;;;1,59077E+12;0;9;0;1;;;;;;;;;;;;;;;;;;;;;;
39491;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;l;;;1,59077E+12;0;9;0;l;;;;;;;;;;;;;;;;;;;;;;
39492;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1; ;;;1,59077E+12;0;9;0; ;;;;;;;;;;;;;;;;;;;;;;
39493;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;in;;;1,59077E+12;190;9;0;in;;;;;;;;;;;;;;;;;;;;;;
39494;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;g;;;1,59077E+12;0;9;0;g;;;;;;;;;;;;;;;;;;;;;;
39495;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;e;;;1,59077E+12;0;9;0;e;;;;;;;;;;;;;;;;;;;;;;
39496;0025;TBTWYSIWYGTBT;TBT;TBT;Participant1;2 greys, 1 gate;21;0;1,59077E+12;16322;9;0;2 grays, 1 gate;;;;;;;;;;;;;;;;;;;;;;
39497;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;ate((NEWLINE));;;1,59077E+12;320;9;0;ate;;;;;;;;;;;;;;;;;;;;;;
39498;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;, lleft onefart;;;1,59077E+12;5692;9;0;, lleft onefart;;;;;;;;;;;;;;;;;;;;;;
39499;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;4th r;;;1,59077E+12;1167;9;0;4th r;;;;;;;;;;;;;;;;;;;;;;
39500;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;r;;;1,59077E+12;0;9;0;r;;;;;;;;;;;;;;;;;;;;;;
39501;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;o;;;1,59077E+12;0;9;0;o;;;;;;;;;;;;;;;;;;;;;;
39502;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;i;;;1,59077E+12;0;9;0;i;;;;;;;;;;;;;;;;;;;;;;
39503;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;w;;;1,59077E+12;0;9;0;w;;;;;;;;;;;;;;;;;;;;;;
39504;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;ght;;;1,59077E+12;207;9;0;ght;;;;;;;;;;;;;;;;;;;;;;
39505;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;,;;;1,59077E+12;0;9;0;,;;;;;;;;;;;;;;;;;;;;;;
39506;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2; o;;;1,59077E+12;176;9;0; o;;;;;;;;;;;;;;;;;;;;;;
39507;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1; ;;;1,59077E+12;0;9;0; ;;;;;;;;;;;;;;;;;;;;;;
39508;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;n;;;1,59077E+12;0;9;0;n;;;;;;;;;;;;;;;;;;;;;;
39509;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;th;;;1,59077E+12;3;9;0;th;;;;;;;;;;;;;;;;;;;;;;
39510;0025;TBTWYSIWYGTBT;TBT;TBT;Participant2;1st / 2nd line, right one;13;13;1,59077E+12;15047;9;0;1st / 2nd line, right one;;;;;;;;;;;;;;;;;;;;;;
39511;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;e((NEWLINE));;;1,59077E+12;163;9;0;e;;;;;;;;;;;;;;;;;;;;;;
39512;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;ri;;;1,59077E+12;116;9;0;ri;;;;;;;;;;;;;;;;;;;;;;
39513;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;2;;;1,59077E+12;0;9;0;2;;;;;;;;;;;;;;;;;;;;;;
39514;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;ird ;;;1,59077E+12;526;9;0;ird;;;;;;;;;;;;;;;;;;;;;;
39515;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;nd;;;1,59077E+12;186;9;0;nd;;;;;;;;;;;;;;;;;;;;;;
39516;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;squr;;;1,59077E+12;1240;9;0;square;;;;;;;;;;;;;;;;;;;;;;
39517;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;ú;;;1,59077E+12;0;9;0;ú;;;;;;;;;;;;;;;;;;;;;;
39518;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;are from ;;;1,59077E+12;785;9;0;are from ;;;;;;;;;;;;;;;;;;;;;;
39519;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;?;;;1,59077E+12;0;9;0;?;;;;;;;;;;;;;;;;;;;;;;
39520;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;right;;;1,59077E+12;379;9;0;right;;;;;;;;;;;;;;;;;;;;;;
39521;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;/;;;1,59077E+12;0;9;0;/;;;;;;;;;;;;;;;;;;;;;;
39522;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1; ;;;1,59077E+12;0;9;0; ;;;;;;;;;;;;;;;;;;;;;;
39523;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2; ;;;1,59077E+12;0;9;0; ;;;;;;;;;;;;;;;;;;;;;;
39524;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;::: ;;;1,59077E+12;1167;9;0;:::;;;;;;;;;;;;;;;;;;;;;;
39525;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;the s;;;1,59077E+12;1167;9;0;the s;;;;;;;;;;;;;;;;;;;;;;
39526;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;bott;;;1,59077E+12;33;9;0;bott;;;;;;;;;;;;;;;;;;;;;;
39527;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;e;;;1,59077E+12;0;9;0;e;;;;;;;;;;;;;;;;;;;;;;
39528;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;om;;;1,59077E+12;71;9;0;to;;;;;;;;;;;;;;;;;;;;;;
39529;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;cond bott;;;1,59077E+12;1610;9;0;cond bott;;;;;;;;;;;;;;;;;;;;;;
39530;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;se;;;1,59077E+12;92;9;0;se;;;;;;;;;;;;;;;;;;;;;;
39531;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;o;;;1,59077E+12;0;9;0;o;;;;;;;;;;;;;;;;;;;;;;
39532;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;c;;;1,59077E+12;0;9;0;c;;;;;;;;;;;;;;;;;;;;;;
39533;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;m;;;1,59077E+12;0;9;0;m;;;;;;;;;;;;;;;;;;;;;;
39534;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;ond;;;1,59077E+12;144;9;0;und;;;;;;;;;;;;;;;;;;;;;;
39535;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2; ;;;1,59077E+12;0;9;0; ;;;;;;;;;;;;;;;;;;;;;;
39536;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1; ;;;1,59077E+12;0;9;0; ;;;;;;;;;;;;;;;;;;;;;;
39537;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;l;;;1,59077E+12;0;9;0;l;;;;;;;;;;;;;;;;;;;;;;
39538;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;f;;;1,59077E+12;0;9;0;f;;;;;;;;;;;;;;;;;;;;;;
39539;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;i;;;1,59077E+12;0;9;0;i;;;;;;;;;;;;;;;;;;;;;;
39540;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;r;;;1,59077E+12;0;9;0;r;;;;;;;;;;;;;;;;;;;;;;
39541;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;n;;;1,59077E+12;0;9;0;n;;;;;;;;;;;;;;;;;;;;;;
39542;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;ow;;;1,59077E+12;114;9;0;ow;;;;;;;;;;;;;;;;;;;;;;
39543;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;e;;;1,59077E+12;0;9;0;e;;;;;;;;;;;;;;;;;;;;;;
39544;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1; ;;;1,59077E+12;0;9;0; ;;;;;;;;;;;;;;;;;;;;;;
39545;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2; ;;;1,59077E+12;0;9;0; ;;;;;;;;;;;;;;;;;;;;;;
39546;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;from b;;;1,59077E+12;696;9;0;from b;;;;;;;;;;;;;;;;;;;;;;
39547;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;t;;;1,59077E+12;0;9;0;t;;;;;;;;;;;;;;;;;;;;;;
39548;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;o;;;1,59077E+12;0;9;0;o;;;;;;;;;;;;;;;;;;;;;;
39549;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;he;;;1,59077E+12;127;9;0;he;;;;;;;;;;;;;;;;;;;;;;
39550;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;t;;;1,59077E+12;0;9;0;t;;;;;;;;;;;;;;;;;;;;;;
39551;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2; ;;;1,59077E+12;0;9;0; ;;;;;;;;;;;;;;;;;;;;;;
39552;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;tom, right;;;1,59077E+12;1208;9;0;tom, right;;;;;;;;;;;;;;;;;;;;;;
39553;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;i;;;1,59077E+12;0;9;0;i;;;;;;;;;;;;;;;;;;;;;;
39554;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1; squa;;;1,59077E+12;527;9;0;squa;;;;;;;;;;;;;;;;;;;;;;
39555;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2; ;;;1,59077E+12;0;9;0; ;;;;;;;;;;;;;;;;;;;;;;
39556;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;r;;;1,59077E+12;0;9;0;r;;;;;;;;;;;;;;;;;;;;;;
39557;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;i;;;1,59077E+12;0;9;0;i;;;;;;;;;;;;;;;;;;;;;;
39558;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;e;;;1,59077E+12;0;9;0;e;;;;;;;;;;;;;;;;;;;;;;
39559;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;n ;;;1,59077E+12;1;9;0;n ;;;;;;;;;;;;;;;;;;;;;;
39560;0025;TBTWYSIWYGTBT;TBT;TBT;Participant1;4th row, third square from right ::: second row from bottom, right square;10;10;1,59077E+12;19593;9;0;4th row, third square from right ::: second row from bottom, right square;;;;;;;;;;;;;;;;;;;;;;
39561;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;((NEWLINE));;;1,59077E+12;0;9;0; ;;;;;;;;;;;;;;;;;;;;;;
39562;0025;TBTWYSIWYGTBT;TBT;TBT;Participant2;2nd/ the second bottom line in the middle;8;8;1,59077E+12;17478;9;0;2nd/ the second bottom line in the middle;;;;;;;;;;;;;;;;;;;;;;
39574;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;the middle((NEWLINE));;;1,59077E+12;1582;9;0;the middle;;;;;;;;;;;;;;;;;;;;;;
39576;0025;TBTWYSIWYGTBT;TBT;TBT;Participant1;go;0;0;1,59077E+12;478;9;0;go;;;;;;;;;;;;;;;;;;;;;;
39590;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;go((NEWLINE));;;1,59077E+12;476;9;0;go;;;;;;;;;;;;;;;;;;;;;;
39597;0025;TBTWYSIWYGTBT;TBT;TBT;Participant2;can you go to x?;0;0;1,59077E+12;19971;9;0;can you go to x?;;;;;;;;;;;;;;;;;;;;;;
39600;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;can you go to x?((NEWLINE));;;1,59077E+12;4953;9;0;can you go to x? ;;;;;;;;;;;;;;;;;;;;;;
39601;0025;TBTWYSIWYGTBT;TBT;TBT;Participant1;yes;0;0;1,59077E+12;626;9;0;yes;;;;;;;;;;;;;;;;;;;;;;
39604;0025;TBTWYSIWYGTBT;TBT;TBT;Participant1;you?;0;0;1,59077E+12;622;9;0;you?;;;;;;;;;;;;;;;;;;;;;;
39605;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;yes((NEWLINE))you?((NEWLINE));;;1,59077E+12;1898;9;0;yes you? ;;;;;;;;;;;;;;;;;;;;;;
39606;0025;TBTWYSIWYGTBT;TBT;TBT;Participant2;yes;1;1;1,59077E+12;2241;9;0;yes;;;;;;;;;;;;;;;;;;;;;;
39607;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;yyes((NEWLINE));;;1,59077E+12;2241;9;0;yyes;;;;;;;;;;;;;;;;;;;;;;
39608;0025;TBTWYSIWYGTBT;TBT;TBT;Participant1;okay im going;0;0;1,59077E+12;2356;9;0;ok im going;;;;;;;;;;;;;;;;;;;;;;
39615;0025;TBTWYSIWYGTBT;TBT;data;Participant1;CORRECT;;;1,59077E+12;0;9;0;CORRECT;;;;;;;;;;;;;;;;;;;;;;
39616;0025;TBTWYSIWYGTBT;TBT;data;Participant2;CORRECT;;;1,59077E+12;0;9;0;CORRECT;;;;;;;;;;;;;;;;;;;;;;
39637;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;okay im going((NEWLINE))dude;;;1,59077E+12;25090;10;5;ok im going dude;;;;;;;;;;;;;;;;;;;;;;
39638;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2; ;;;1,59077E+12;0;10;5; ;;;;;;;;;;;;;;;;;;;;;;
39639;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;I dont kno;;;1,59077E+12;1351;10;5;I don't know;;;;;;;;;;;;;;;;;;;;;;
39640;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2; ;;;1,59077E+12;0;10;5; ;;;;;;;;;;;;;;;;;;;;;;
39641;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;w what happeed;;;1,59077E+12;1234;10;5;w what happened;;;;;;;;;;;;;;;;;;;;;;
39642;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;wtf;;;1,59077E+12;571;10;5;wtf;;;;;;;;;;;;;;;;;;;;;;
39643;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;brutalhaha;;;1,59077E+12;2635;10;5;brutalhaha;;;;;;;;;;;;;;;;;;;;;;
39644;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;pokaoka;;;1,59077E+12;10612;10;5;pokaoka;;;;;;;;;;;;;;;;;;;;;;
39645;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;ha;;;1,59077E+12;353;10;5;ha;;;;;;;;;;;;;;;;;;;;;;
39646;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;y;;;1,59077E+12;0;10;5;y;;;;;;;;;;;;;;;;;;;;;;
39647;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;ha;;;1,59077E+12;100;10;5;ha;;;;;;;;;;;;;;;;;;;;;;
39648;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;, so 2 greys;;;1,59077E+12;4374;10;5;, so 2 grays;;;;;;;;;;;;;;;;;;;;;;
39649;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;ok;;;1,59077E+12;63;10;5;OK;;;;;;;;;;;;;;;;;;;;;;
39650;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;2 gates1;;;1,59077E+12;3004;10;5;2 gates1;;;;;;;;;;;;;;;;;;;;;;
39651;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;ok;;;1,59077E+12;42;10;5;ok;;;;;;;;;;;;;;;;;;;;;;
39652;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;stthe top right and the second is on the farthest right poingtyzyou get it<?;;;1,59077E+12;31441;10;5;stthe top right and the second is on the farthest right poingtyzyou get it<?;;;;;;;;;;;;;;;;;;;;;;
39653;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;yes understood;;;1,59077E+12;2747;10;5;yes understood;;;;;;;;;;;;;;;;;;;;;;
39662;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;use copey is faster;;;1,59077E+12;4424;10;5;use copey is faster;;;;;;;;;;;;;;;;;;;;;;
39671;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;im;;;1,59077E+12;88;10;5;im;;;;;;;;;;;;;;;;;;;;;;
39672;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;I am o;;;1,59077E+12;1144;10;5;I am o;;;;;;;;;;;;;;;;;;;;;;
39673;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;m;;;1,59077E+12;0;10;5;m;;;;;;;;;;;;;;;;;;;;;;
39674;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;n;;;1,59077E+12;0;10;5;n;;;;;;;;;;;;;;;;;;;;;;
39675;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;y;;;1,59077E+12;0;10;5;y;;;;;;;;;;;;;;;;;;;;;;
39676;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2; ;;;1,59077E+12;0;10;5; ;;;;;;;;;;;;;;;;;;;;;;
39677;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1; ;;;1,59077E+12;0;10;5; ;;;;;;;;;;;;;;;;;;;;;;
39678;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;x;;;1,59077E+12;0;10;5;x;;;;;;;;;;;;;;;;;;;;;;
39683;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;grey is on bottom fleftcornercan you go there;;;1,59077E+12;13818;10;5;grey is on bottom fleftcornercan you go there;;;;;;;;;;;;;;;;;;;;;;
39698;0025;TBTWYSIWYGTBT;TBT;data;Participant1;CORRECT;;;1,59077E+12;0;10;5;CORRECT;;;;;;;;;;;;;;;;;;;;;;
39699;0025;TBTWYSIWYGTBT;TBT;data;Participant2;CORRECT;;;1,59077E+12;0;10;5;CORRECT;;;;;;;;;;;;;;;;;;;;;;
39714;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;io am there;;;1,59077E+12;2508;10;5;io am there;;;;;;;;;;;;;;;;;;;;;;
39721;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;nice;;;1,59077E+12;230;11;10;nice;;;;;;;;;;;;;;;;;;;;;;
39722;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant2;3 greys12gates;;;1,59077E+12;8613;11;10;3 greys12gates;;;;;;;;;;;;;;;;;;;;;;
39723;0025;TBTWYSIWYGTBT;TBT;WYSIWYG;Participant1;waitcanIask you something;;;1,59077E+12;5635;11;10;waitcanIask you something;;;;;;;;;;;;;;;;;;;;;;
