turntid;dyadid;experimenttype;INTERFACEUSED;TURNTYPE;Sender;Text;Deletes1;Deletes2;TimestampReceived;Duration;GameNo;MazeID;;;;;;;;;;;;;;;;;;;;;;;
45842;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;d;;;1,59084E+12;0;9;7;;;;;;;;;;;;;;;;;;;;;;;
45843;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;lem;;;1,59084E+12;176;9;7;;;;;;;;;;;;;;;;;;;;;;;
45844;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;e;;;1,59084E+12;0;9;7;;;;;;;;;;;;;;;;;;;;;;;
45845;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;aa;;;1,59084E+12;137;9;7;;;;;;;;;;;;;;;;;;;;;;;
45846;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;z;;;1,59084E+12;0;9;7;;;;;;;;;;;;;;;;;;;;;;;
45847;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;l ;;;1,59084E+12;61;9;7;;;;;;;;;;;;;;;;;;;;;;;
45848;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;e;;;1,59084E+12;0;9;7;;;;;;;;;;;;;;;;;;;;;;;
45865;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;links jaaaa;;;1,59084E+12;1869;9;7;;;;;;;;;;;;;;;;;;;;;;;
45866;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;ik sta o;;;1,59084E+12;938;9;7;;;;;;;;;;;;;;;;;;;;;;;
45867;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;n;;;1,59084E+12;0;9;7;;;;;;;;;;;;;;;;;;;;;;;
45868;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;p;;;1,59084E+12;0;9;7;;;;;;;;;;;;;;;;;;;;;;;
45869;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;e;;;1,59084E+12;0;9;7;;;;;;;;;;;;;;;;;;;;;;;
45870;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2; ;;;1,59084E+12;0;9;7;;;;;;;;;;;;;;;;;;;;;;;
45871;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;e;;;1,59084E+12;0;9;7;;;;;;;;;;;;;;;;;;;;;;;
45872;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;m;;;1,59084E+12;0;9;7;;;;;;;;;;;;;;;;;;;;;;;
45873;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;e;;;1,59084E+12;0;9;7;;;;;;;;;;;;;;;;;;;;;;;
45874;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;i;;;1,59084E+12;0;9;7;;;;;;;;;;;;;;;;;;;;;;;
45875;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;e;;;1,59084E+12;0;9;7;;;;;;;;;;;;;;;;;;;;;;;
45876;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;jn k;;;1,59084E+12;484;9;7;;;;;;;;;;;;;;;;;;;;;;;
45877;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;t;;;1,59084E+12;0;9;7;;;;;;;;;;;;;;;;;;;;;;;
45878;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;r;;;1,59084E+12;0;9;7;;;;;;;;;;;;;;;;;;;;;;;
45879;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;e;;;1,59084E+12;0;9;7;;;;;;;;;;;;;;;;;;;;;;;
45880;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;u;;;1,59084E+12;0;9;7;;;;;;;;;;;;;;;;;;;;;;;
45881;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;r;;;1,59084E+12;0;9;7;;;;;;;;;;;;;;;;;;;;;;;
45882;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;i;;;1,59084E+12;0;9;7;;;;;;;;;;;;;;;;;;;;;;;
45883;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;u;;;1,59084E+12;0;9;7;;;;;;;;;;;;;;;;;;;;;;;
45884;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;s;;;1,59084E+12;0;9;7;;;;;;;;;;;;;;;;;;;;;;;
45886;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;g haha;;;1,59084E+12;666;9;7;;;;;;;;;;;;;;;;;;;;;;;
45889;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;nu;;;1,59084E+12;141;9;7;;;;;;;;;;;;;;;;;;;;;;;
45891;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;ga weer oipjaaik op kruis;;;1,59084E+12;7469;9;7;;;;;;;;;;;;;;;;;;;;;;;
45892;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;be;;;1,59084E+12;109;9;7;;;;;;;;;;;;;;;;;;;;;;;
45893;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1; ;;;1,59084E+12;0;9;7;;;;;;;;;;;;;;;;;;;;;;;
45894;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;n je erdoor;;;1,59084E+12;984;9;7;;;;;;;;;;;;;;;;;;;;;;;
45901;0027;WYSIWYGTBT;WYSIWYG;data;Participant1;CORRECT;;;1,59084E+12;0;9;7;;;;;;;;;;;;;;;;;;;;;;;
45902;0027;WYSIWYGTBT;WYSIWYG;data;Participant2;CORRECT;;;1,59084E+12;0;9;7;;;;;;;;;;;;;;;;;;;;;;;
45909;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;ben erdoor;;;1,59084E+12;1154;9;7;;;;;;;;;;;;;;;;;;;;;;;
45910;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;j;;;1,59084E+12;0;9;7;;;;;;;;;;;;;;;;;;;;;;;
45911;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;we ;;;1,59084E+12;161;9;7;;;;;;;;;;;;;;;;;;;;;;;
45916;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;a;;;1,59084E+12;0;9;7;;;;;;;;;;;;;;;;;;;;;;;
45925;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;did it!;;;1,59084E+12;790;9;7;;;;;;;;;;;;;;;;;;;;;;;
45926;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;nic;;;1,59084E+12;313;9;7;;;;;;;;;;;;;;;;;;;;;;;
45927;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant1;j;;;1,59084E+12;0;9;7;;;;;;;;;;;;;;;;;;;;;;;
45928;0027;WYSIWYGTBT;WYSIWYG;WYSIWYG;Participant2;e;;;1,59084E+12;0;9;7;;;;;;;;;;;;;;;;;;;;;;;
45931;0027;WYSIWYGTBT;TBT;TBT;Participant1;woww;0;44;1,59084E+12;2415813;10;0;;;;;;;;;;;;;;;;;;;;;;;
45932;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;e slwoww((NEWLINE))halloooo;;;1,59084E+12;14717;10;0;;;;;;;;;;;;;;;;;;;;;;;
45933;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;ok;;;1,59084E+12;172;10;0;;;;;;;;;;;;;;;;;;;;;;;
45934;0027;WYSIWYGTBT;TBT;TBT;Participant1;halloooo;0;0;1,59084E+12;1763;10;0;;;;;;;;;;;;;;;;;;;;;;;
45935;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;((NEWLINE));;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
45936;0027;WYSIWYGTBT;TBT;TBT;Participant2;ok;0;17;1,59084E+12;2416649;10;0;;;;;;;;;;;;;;;;;;;;;;;
45937;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;((NEWLINE));;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
45938;0027;WYSIWYGTBT;TBT;TBT;Participant1;dit is beter;0;0;1,59084E+12;1202;10;0;;;;;;;;;;;;;;;;;;;;;;;
45939;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;dit is beter((NEWLINE));;;1,59084E+12;1201;10;0;;;;;;;;;;;;;;;;;;;;;;;
45940;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;ehm;;;1,59084E+12;328;10;0;;;;;;;;;;;;;;;;;;;;;;;
45941;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;dik kan weer backspace;;;1,59084E+12;3899;10;0;;;;;;;;;;;;;;;;;;;;;;;
45942;0027;WYSIWYGTBT;TBT;TBT;Participant2;ehm;0;0;1,59084E+12;4922;10;0;;;;;;;;;;;;;;;;;;;;;;;
45943;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;((NEWLINE));;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
45944;0027;WYSIWYGTBT;TBT;TBT;Participant1;ik kan weer backspace doen;1;2;1,59084E+12;4513;10;0;;;;;;;;;;;;;;;;;;;;;;;
45945;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1; doen((NEWLINE));;;1,59084E+12;512;10;0;;;;;;;;;;;;;;;;;;;;;;;
45946;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;ik sta helemaal ;;;1,59084E+12;2016;10;0;;;;;;;;;;;;;;;;;;;;;;;
45947;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;oke;;;1,59084E+12;163;10;0;;;;;;;;;;;;;;;;;;;;;;;
45948;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;l;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
45949;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;.;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
45950;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;i;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
45951;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;.;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
45952;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;n;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
45953;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;.;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
45954;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;k;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
45955;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1; ;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
45956;0027;WYSIWYGTBT;TBT;TBT;Participant2;ik sta helemaal links;0;0;1,59084E+12;4234;10;0;;;;;;;;;;;;;;;;;;;;;;;
45957;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;s((NEWLINE));;;1,59084E+12;750;10;0;;;;;;;;;;;;;;;;;;;;;;;
45958;0027;WYSIWYGTBT;TBT;TBT;Participant1;oke... ;0;0;1,59084E+12;2288;10;0;;;;;;;;;;;;;;;;;;;;;;;
45959;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;((NEWLINE));;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
45960;0027;WYSIWYGTBT;TBT;TBT;Participant2;dit is raar ik moet wennen;0;0;1,59084E+12;3297;10;0;;;;;;;;;;;;;;;;;;;;;;;
45961;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;dit is raar ik moet wennen((NEWLINE));;;1,59084E+12;3297;10;0;;;;;;;;;;;;;;;;;;;;;;;
45962;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;haha ik vi;;;1,59084E+12;960;10;0;;;;;;;;;;;;;;;;;;;;;;;
45963;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;w;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
45964;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;nd;;;1,59084E+12;52;10;0;;;;;;;;;;;;;;;;;;;;;;;
45965;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;a;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
45966;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1; h;;;1,59084E+12;62;10;0;;;;;;;;;;;;;;;;;;;;;;;
45967;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;ar;;;1,59084E+12;62;10;0;;;;;;;;;;;;;;;;;;;;;;;
45968;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;et ;;;1,59084E+12;154;10;0;;;;;;;;;;;;;;;;;;;;;;;
45969;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2; ;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
45970;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;h;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
45971;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;s;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
45972;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;e;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
45973;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;ta;;;1,59084E+12;125;10;0;;;;;;;;;;;;;;;;;;;;;;;
45974;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;e;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
45975;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2; ;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
45976;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;rlij;;;1,59084E+12;149;10;0;;;;;;;;;;;;;;;;;;;;;;;
45977;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;j;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
45978;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;k;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
45979;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;i;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
45980;0027;WYSIWYGTBT;TBT;TBT;Participant1;haha ik vind het heerlijk;0;0;1,59084E+12;2325;10;0;;;;;;;;;;;;;;;;;;;;;;;
45981;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;((NEWLINE));;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
45982;0027;WYSIWYGTBT;TBT;TBT;Participant2;waar sta jij;0;0;1,59084E+12;2109;10;0;;;;;;;;;;;;;;;;;;;;;;;
45983;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;j((NEWLINE));;;1,59084E+12;719;10;0;;;;;;;;;;;;;;;;;;;;;;;
45984;0027;WYSIWYGTBT;TBT;TBT;Participant1;ik sta helemaal bovenaan;0;0;1,59084E+12;3564;10;0;;;;;;;;;;;;;;;;;;;;;;;
45985;0027;WYSIWYGTBT;TBT;TBT;Participant1;en dan het linkse vakje;0;0;1,59084E+12;3807;10;0;;;;;;;;;;;;;;;;;;;;;;;
45986;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;ik sta helemaal bovenaan((NEWLINE))en dan het linkse vakje((NEWLINE))en mn k;;;1,59084E+12;10558;10;0;;;;;;;;;;;;;;;;;;;;;;;
45987;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;A;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
45988;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;ruis;;;1,59084E+12;269;10;0;;;;;;;;;;;;;;;;;;;;;;;
45989;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;h;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
45990;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1; is ;;;1,59084E+12;417;10;0;;;;;;;;;;;;;;;;;;;;;;;
45991;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2; als ;;;1,59084E+12;500;10;0;;;;;;;;;;;;;;;;;;;;;;;
45992;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;op;;;1,59084E+12;34;10;0;;;;;;;;;;;;;;;;;;;;;;;
45993;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;j;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
45994;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1; ;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
45995;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;e d;;;1,59084E+12;266;10;0;;;;;;;;;;;;;;;;;;;;;;;
45996;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;d;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
45997;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;an;;;1,59084E+12;62;10;0;;;;;;;;;;;;;;;;;;;;;;;
45998;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;e;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
45999;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2; ;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
46000;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1; ;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
46001;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;l;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
46002;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;t;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
46003;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;i;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
46004;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;we;;;1,59084E+12;80;10;0;;;;;;;;;;;;;;;;;;;;;;;
46005;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;k;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
46006;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;e;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
46007;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;s ;;;1,59084E+12;109;10;0;;;;;;;;;;;;;;;;;;;;;;;
46008;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;d;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
46009;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;be;;;1,59084E+12;125;10;0;;;;;;;;;;;;;;;;;;;;;;;
46010;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;e ;;;1,59084E+12;144;10;0;;;;;;;;;;;;;;;;;;;;;;;
46011;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;n;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
46012;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;r;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
46013;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2; ;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
46014;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;ij;;;1,59084E+12;60;10;0;;;;;;;;;;;;;;;;;;;;;;;
46015;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;k;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
46016;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1; ;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
46017;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;u;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
46018;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;van;;;1,59084E+12;96;10;0;;;;;;;;;;;;;;;;;;;;;;;
46019;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;n;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
46020;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1; o;;;1,59084E+12;177;10;0;;;;;;;;;;;;;;;;;;;;;;;
46021;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2; j;;;1,59084E+12;125;10;0;;;;;;;;;;;;;;;;;;;;;;;
46022;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;nd;;;1,59084E+12;5;10;0;;;;;;;;;;;;;;;;;;;;;;;
46023;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;e;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
46024;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;e;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
46025;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2; ;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
46026;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;r;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
46027;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;d;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
46028;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1; e;;;1,59084E+12;89;10;0;;;;;;;;;;;;;;;;;;;;;;;
46029;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;an;;;1,59084E+12;47;10;0;;;;;;;;;;;;;;;;;;;;;;;
46030;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;n;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
46031;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2; ;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
46032;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1; d;;;1,59084E+12;122;10;0;;;;;;;;;;;;;;;;;;;;;;;
46033;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;1;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
46034;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;a;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
46035;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2; ;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
46036;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;n;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
46037;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;n;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
46038;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1; ;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
46039;0027;WYSIWYGTBT;TBT;TBT;Participant2;Ah als je dan liks ben kun je dan 1 naar onder?;0;0;1,59084E+12;7781;10;0;;;;;;;;;;;;;;;;;;;;;;;
46040;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;aar onder?((NEWLINE));;;1,59084E+12;1906;10;0;;;;;;;;;;;;;;;;;;;;;;;
46041;0027;WYSIWYGTBT;TBT;TBT;Participant1;en mn kruis is op de tweede rij van onder en dan helemaal links;0;0;1,59084E+12;11123;10;0;;;;;;;;;;;;;;;;;;;;;;;
46042;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;helemaal links((NEWLINE));;;1,59084E+12;2092;10;0;;;;;;;;;;;;;;;;;;;;;;;
46044;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;oooh oke;;;1,59084E+12;1234;10;0;;;;;;;;;;;;;;;;;;;;;;;
46045;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;s;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
46046;0027;WYSIWYGTBT;TBT;TBT;Participant2;oooh oke;0;0;1,59084E+12;1890;10;0;;;;;;;;;;;;;;;;;;;;;;;
46047;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;((NEWLINE));;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
46048;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;w;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
46049;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;hele;;;1,59084E+12;250;10;0;;;;;;;;;;;;;;;;;;;;;;;
46050;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;d;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
46051;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;ma;;;1,59084E+12;110;10;0;;;;;;;;;;;;;;;;;;;;;;;
46052;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;e;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
46053;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;al;;;1,59084E+12;31;10;0;;;;;;;;;;;;;;;;;;;;;;;
46054;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;z;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
46055;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2; ;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
46056;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;e;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
46057;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;lin;;;1,59084E+12;328;10;0;;;;;;;;;;;;;;;;;;;;;;;
46058;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;?;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
46059;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;ks;;;1,59084E+12;109;10;0;;;;;;;;;;;;;;;;;;;;;;;
46060;0027;WYSIWYGTBT;TBT;TBT;Participant1;deze?;2;3;1,59084E+12;2557;10;0;;;;;;;;;;;;;;;;;;;;;;;
46061;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;((NEWLINE));;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
46062;0027;WYSIWYGTBT;TBT;TBT;Participant2;helemaal links;0;0;1,59084E+12;2032;10;0;;;;;;;;;;;;;;;;;;;;;;;
46063;0027;WYSIWYGTBT;TBT;TBT;Participant2;nee, ik dacht rechts hahaha;0;0;1,59084E+12;3453;10;0;;;;;;;;;;;;;;;;;;;;;;;
46064;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant2;((NEWLINE))nee, ik dacht rechts hahaha((NEWLINE))als je el;;;1,59084E+12;8172;10;0;;;;;;;;;;;;;;;;;;;;;;;
46065;0027;WYSIWYGTBT;TBT;WYSIWYG;Participant1;o;;;1,59084E+12;0;10;0;;;;;;;;;;;;;;;;;;;;;;;
